SKU,Name,Alternate Id,Options,Suggested Category,Price,Sale Price,Currency,QTY,Hidden,Image URL,Description
BRS-AND-GLS-SP,The Gilded Claw-Foot Vanity Dish – Vintage Brass & Glass,brass-and-glass-soap-dish,,Drinkware,$22.00 ,$13.20 ,USD,2,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/VINTAG~1.PNG,"A Vessel for Your Daily Rituals. Elevate the mundane to the magical with The Gilded Claw-Foot Vanity Dish . Inspired by the opulence of 19th-century English estates, this heavy glass vessel rests upon four ornate brass legs, raising your treasures off the surface and into the light. While designed to hold a fine bar of soap, its uses in a gothic home are endless. The deep glass basin, framed by an intricate brass gallery rail, is perfect for holding your daily jewelry, a bundle of sage, or a collection of charged crystals on your altar. Why It Belongs in Your Sanctuary: Victorian Detail: Features distinct brass claw-and-scroll feet and a decorative rim that feels authentically antique. Versatile Utility: Use it in the bath for soap, on the vanity for rings, or on a desk for business cards and keys. Elevated Design: The raised feet protect your surfaces and add a sense of grandeur to even small items. Timeless Materials: Crafted from thick glass and aged brass that will only look better with time. The Details: Material: Glass & Antiqued Brass Style: Victorian / Baroque Origin: Imported"
RCT-VNT-MRR,The Victorian Oracle – Brass & Beadwork Tabletop Mirror,rectangle-vanity-mirror,,Drinkware,$32.00 ,$19.20 ,USD,4,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Gothic%20tabletop%20vanity%20mirror%20on%20a%20dark%20carved.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Vintage-style%20rectangular%20tabletop%20mirror%20with.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Rectangle%20Vanity%20Mirror.webp,"Reflect on Your Darkest Desires. Transform your daily rituals into a moment of Victorian drama with The Victorian Oracle Mirror . This isn't just a looking glass; it's a portal to a bygone era of elegance and mystery. Inspired by the curiosities of a 19th-century London boudoir, this rectangular mirror features an aged brass wire stand that allows for the perfect tilt. The true magic, however, lies in the intricate border of emerald green and metallic beadwork that frames your reflection, catching the candlelight with a subtle, old-world glimmer. Perfect for your vanity, altar, or desk, it adds an instant touch of gothic sophistication to any space. Why It Belongs on Your Vanity: Authentic Vintage Feel: Aged brass and detailed beadwork give it the character of a true antique find. Adjustable Angle: The sturdy brass stand pivots, allowing you to find the perfect angle for applying makeup or adornments. Gothic Elegance: A subtle, sophisticated piece that complements a dark aesthetic without being overtly spooky. Versatile Size: Compact enough for a small desk but striking enough to be a centerpiece. The Details: Material: Glass, Aged Brass, Metal Beadwork Style: Victorian / Gothic revival Origin: Imported"
HRT-SHP-RSN-FLW,The Sacred Heart – Anatomical Resin Vase Collection,heart-shaped-resin-flower-vase,,Decor Objects,$25.00 ,$15.00 ,USD,0,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Deep%20red%20anatomical%20heart%20vase%20holding%20a%20bouqu.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/MATTEB~1.PNG;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Metallic%20gold%20anatomical%20heart%20vase%20filled%20wit.png,"Beauty is in the Veins. Move beyond traditional crystal and embrace the dark romance of the Sacred Heart Vase . Anatomically inspired and artistically rendered, this resin vessel captures the intricate details of the human heart—ventricles, veins, and arteries—frozen in time. It is the perfect vessel for those who wear their heart on their sleeve, or in this case, display it on their mantle. Whether filled with dried dead roses, fresh black dahlias, or used to hold your paintbrushes and eyeliner, this piece transforms the ordinary into a statement of macabre elegance. Choose Your Ritual (3 Variants): 🖤 The Midnight Heart (Black): Matte and mysterious. Perfect for minimalist gothic homes and dark altars. 🩸 The Crimson Heart (Red): rich, glossy, and visceral. A symbol of undying passion and vitality. ✨ The Gilded Heart (Gold): Metallic and opulent. A luxurious addition to any curiosity cabinet or vanity. Why It Belongs in Your Sanctuary: Memento Mori Aesthetic: A beautiful reminder of life's fragility, perfect for fans of oddities and dark academia. Sculptural Detail: High-quality resin casting captures realistic textures, making it look like a piece of art even when empty. Versatile Decor: Sturdy enough to hold heavy bouquets, yet compact enough for bookshelves, desks, and vanities. The Details: Dimensions: 6.5"" (Height) x 4.5"" (Width) Material: Durable High-Quality Resin Care: Wipe clean with a soft cloth."
HRT-SHP-RSN-FLW-BLC,The Sacred Heart – Anatomical Resin Vase Collection,heart-shaped-resin-flower-vase,Black,Home Decor (Other),$25.00 ,$15.00 ,USD,2,False,,
HRT-SHP-RSN-FLW-RED,The Sacred Heart – Anatomical Resin Vase Collection,heart-shaped-resin-flower-vase,Red,Home Decor (Other),$25.00 ,$15.00 ,USD,2,False,,
HRT-SHP-RSN-FLW-GLD,The Sacred Heart – Anatomical Resin Vase Collection,heart-shaped-resin-flower-vase,Gold,Home Decor (Other),$25.00 ,$15.00 ,USD,2,False,,
YLN-24-RND-PHL,The Emerald Boudoir Ottoman – Vintage Velvet & Gold Fringe,yolanda-24-round-upholstered-accent-ottoman,,Dining & Serveware,$85.00 ,$51.00 ,USD,3,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Emerald%20green%20velvet%20round%20ottoman%20with%20gold%20f.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Emerald%20green%20velvet%20vanity%20ottoman%20with%20gold%20.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Autumon.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Yolanda%2024%20Round%20Upholstered%20Accent%20Ottoman.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Yolanda%2024%20Round%20Upholstered%20Accent%20Ottoman%20S.webp,"A Seat Fit for a Queen of the Night. Drape your home in the luxury of the Old World with the Emerald Boudoir Ottoman . This piece is a masterclass in vintage glamour, blending the richness of deep emerald velvet with the drama of cascading gold bullion fringe. Designed to evoke the feeling of a 1920s speakeasy or a Victorian seance room, this accent seat features a plush, button-tufted top and gold rope trim that circles the waist like a corset. It is versatile enough to serve as a footrest for your favorite velvet armchair, a vanity seat for your morning rituals, or simply a stunning accent piece that demands attention. Why It Belongs in Your Lair: Opulent Texture: Soft, high-quality emerald green velvet that catches the light beautifully. Dramatic Detail: The thick gold fringe adds movement and vintage sophistication to any room. Versatile Function: Perfect as a vanity stool, extra seating for coven gatherings, or a footrest. Sturdy & Soft: Built with a solid wood frame for durability but cushioned for comfort. The Details: Dimensions: 24"" Diameter x 18"" Height Material: Velvet Upholstery, Gold Bullion Fringe Color: Emerald Green & Gold"
HLD-TR-RNM,The Gothic Legends Collection – Festive Icon Glass Ornaments,holiday-tree-ornaments,,Drinkware,$11.00 ,$6.60 ,USD,0,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Gothic%20holiday%20flat%20lay%20with%20Medusa%20ornament%20o.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Gothic%20literary%20holiday%20decor%20featuring%20Edgar%20.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20glass%20Christmas%20ornament%20featuring%20Edgar.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20glass%20Christmas%20ornament%20featuring%20Count.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Gothic%20holiday%20flat%20lay%20with%20Dracula%20ornament%20.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20glass%20Christmas%20ornament%20featuring%20the%20H.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Gothic%20holiday%20flat%20lay%20with%20Headless%20Horseman.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20glass%20Christmas%20ornament%20featuring%20Medus.png,"Deck the Halls with Darkness. Celebrate a ""Gothmas"" like no other with our exclusive Gothic Legends Collection . This series of hand-blown glass ornaments pays tribute to the icons of horror, literature, and mythology—each with a delightfully festive twist. Every ornament in this collection features a striking, high-contrast monochrome portrait set against a deep black glass sphere. The only splash of color is the jaunty red Santa hat, a perfect, ironic touch for the dark at heart. Choose Your Legend: The Vampire Count (Dracula): For those who prefer their holidays with a bite. The Gorgon (Medusa): A stony gaze to keep the holiday chaos at bay. The Horseman (Sleepy Hollow): A headless herald of the season, complete with a festive pumpkin. The Poet (Edgar Allan Poe): For a holiday season filled with literary melancholy. Why They Belong on Your Tree: Instant Conversation Starter: The perfect blend of spooky and festive that guests will love. Cohesive Aesthetic: Mix and match different icons to create a unified, high-end gothic theme. Heirloom Quality: Hand-blown using traditional European techniques for a substantial, premium feel. Gift-Ready: Each piece arrives in a premium horror-themed gift box, making gift-giving effortless. The Details: Size: Approximately 3 inches (Diameter) Material: Hand-blown Glass with Metal Cap & Ribbon Origin: Ships from the USA"
HLD-TR-RNM-DGR-LLN,The Gothic Legends Collection – Festive Icon Glass Ornaments,holiday-tree-ornaments,Edgar Allen Poe,Drinkware,$11.00 ,$6.60 ,USD,2,False,,
HLD-TR-RNM-DRC-SPK,The Gothic Legends Collection – Festive Icon Glass Ornaments,holiday-tree-ornaments,Dracula Spooky,Drinkware,$11.00 ,$6.60 ,USD,3,False,,
HLD-TR-RNM-HDL-HRS,The Gothic Legends Collection – Festive Icon Glass Ornaments,holiday-tree-ornaments,Headless Horsemen,Drinkware,$11.00 ,$6.60 ,USD,3,False,,
HLD-TR-RNM-MDS,The Gothic Legends Collection – Festive Icon Glass Ornaments,holiday-tree-ornaments,Medussa,Drinkware,$11.00 ,$6.60 ,USD,3,False,,
HLL-SKL-BLC-AND,The Monochrome Macabre – 40-Piece Gothic Ornament & Garland Set,halloween-skeleton-black-and-white-ornaments,,Drinkware,$45.00 ,$27.00 ,USD,2,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20gothic%20tabletop%20Christmas%20tree%20decorated.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Close-up%20of%20white%20skull%2C%20black%20bat%2C%20and%20stripe.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Halloween%20Skeleton%20Black%20and%20White%20Ornament%20S.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Halloween%20Skeleton%20Black%20and%20White%20Or-bfa9add.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Halloween%20Skeleton%20Black%20and%20White%20Or-0b1352e.webp,"Your Complete Gothmas Ritual in a Box. Transform your tree into a monument of dark elegance with The Monochrome Macabre Collection . This curated 40-piece set eliminates the guesswork of holiday styling, providing everything you need to create a stunning black-and-white gothic theme. From grinning skulls and colony bats to Tim Burton-Esque striped baubles and witchy boots, every piece in this collection is designed to coordinate perfectly. We’ve even included a black beaded garland and tinsel to complete the look. Unlike delicate glass pieces, this collection is crafted from durable, shatterproof material , making it the perfect choice for households with mischievous cats or little ghouls. Why You Need This Set: Instant Aesthetic: No need to hunt for matching pieces; this set offers a cohesive dark theme instantly. Shatterproof Design: All 40 pieces are made from durable material—looks like glass, bounces like plastic. Pet-safe and stress-free. Versatile Decor: Perfect for a full-sized tree, a tabletop black tree, or for crafting DIY gothic wreaths. What lies within the box (40 Pieces): 💀 The Icons: 2 Large Skulls, 4 Witch Boots, 3 Bats. 🕷️ The Baubles: A mix of 19 themed balls (Striped, Skeleton Dance, Skull Face, and Bat prints). ⚫ The Accents: 12 solid matte/glitter/glossy mini bulbs to fill the gaps. ⛓️ The Finish: 1 Black Beaded Garland & 1 Black Tinsel Garland."
CRP-NUN-GLS-RNM,The Unholy Sister – Gothic Horror Nun Glass Ornament,creepy-nun-glass-ornament,,Drinkware,$15.00 ,$9.00 ,USD,1,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Scary%20glass%20nun%20ornament%20with%20yellow%20eyes%20and%20.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Gothic%20flat%20lay%20featuring%20the%20creepy%20glass%20nun.png,"Pray She Doesn't Look Back. Summon a chill to your holiday décor with The Unholy Sister . A tribute to classic supernatural horror, this glass ornament captures the terrifying visage of a possessed nun, frozen in a silent scream. Don't let the beauty of the glass fool you. With piercing yellow eyes, a gaping mouth, and a habit lined in silver glitter, she brings a perfect touch of blasphemous beauty to your tree. A black textured cross hangs around her neck—though it offers no protection here. Hand-blown using Old World European traditions, this piece blends the elegance of fine glass art with the nightmare fuel of modern horror. It is the ultimate statement piece for horror collectors and those who prefer their holidays haunted. Why She Belongs in Your Collection: Pure Horror Aesthetic: Captures the shocking details of supernatural horror icons. Exquisite Craftsmanship: Hand-blown glass with hand-painted details, proving that nightmares can be beautiful. Standout Size: At nearly 5 inches tall, she commands attention on any branch. Gift-Ready: Arrives in a vintage-themed gift box, perfect for the horror movie fanatic in your coven. The Details: Dimensions: 4.84"" (H) x 3.50"" (L) x 2.09"" (W) Material: Glass, glitter, fabric cord Origin: Ships from the USA"
FRN-GLS-RNM,Frankenstein's Holiday – Glass & Glitter Gothic Ornament,frankenstein-glass-ornament,,Drinkware,$15.00 ,$9.00 ,USD,2,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Gothic%20holiday%20flat%20lay%20on%20black%20velvet%20featur.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Studio%20close-up%20of%20green%20glass%20Frankenstein%20bu.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Frankenstein%20monster%20glass%20ornament%20with%20Santa.png,"It's Alive... with Holiday Spirit. Bring a touch of classic horror to your yuletide celebrations with our Frankenstein’s Holiday Glass Ornament . This isn't your average bauble; it's a statement piece for those who celebrate a darker kind of Christmas. This handmade glass bust captures the iconic monster in a festive red and white Santa hat. His signature metallic green skin is contrasted by a sharp black blazer with sparkling glitter lapels, ensuring he catches the light from every angle on your tree. Whether you're building a complete ""Gothmas"" theme or just want one standout piece of alternative decor, Frankenstein is ready to join the party. Why It Belongs on Your Tree: Gothic Holiday Essential: The perfect blend of spooky and festive for alternative decor lovers. Stunning Details: Features a metallic glass finish, real neck bolts, and a glitter-dusted jacket. Handmade Quality: Crafted from glass for a premium feel that lasts year after year. Versatile Display: Looks incredible on a traditional tree, a black tinsel tree, or hanging from a garland on your mantle. The Details: Material: Glass, glitter, fabric hat Hanging Method: Gold string loop included Care: Handle with care and store in a cool, dry place."
WCK-WTC-CRS-MN,The Midnight Flight – Hand-Blown Glass Witch Ornament,wicked-witch-crescent-moon-glass-ornament,,Drinkware,$15.00 ,$9.00 ,USD,2,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Glass%20ornament%20of%20a%20witch%20flying%20on%20a%20broomsti.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Gothic%20flat%20lay%20featuring%20the%20witch%20and%20moon%20g.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Close-up%20studio%20photograph%20of%20hand-blown%20glass.png,"A Timeless Symbol of Magic. Celebrate the season of shadows with the Midnight Flight Witch Ornament , an exquisite piece of holiday décor that honors the old ways. This isn't just a decoration; it’s a nod to the folklore of the past. Hand-blown and crafted using centuries-old techniques from the heart of Europe (Germany, Poland, and the Czech Republic), this glass ornament captures the iconic silhouette of a witch soaring past a crescent moon. With her emerald skin and flowing robes, she adds a touch of wicked elegance to your Yule tree or year-round altar. Each piece arrives in a vintage-themed gift box, making it a perfect offering for the witch in your life. Why It Belongs on Your Tree: Old World Craftsmanship: Hand-blown glass with intricate hand-painted details, ensuring no two are exactly alike. Gothic Holiday Aesthetic: The perfect balance of festive sparkle and dark folklore. Collector’s Quality: A fragile, heirloom-quality piece designed to be cherished for years. Gift-Ready: Arrives in a sophisticated vintage-style box, ready for gifting. The Details: Dimensions: 4.5"" (H) x 3.3"" (L) x 1.8"" (W) Material: Traditional Blown Glass Origin: Ships from the USA"
XN-CHR-AND-DRK,Charmed and Dark Signature Gothic Tee | Unisex Alternative Graphic Shirt,xn-charmed-and-dark-gothic-t-shirt-alternative-fashion-graphic-tee-for-dark-style-occult-aesthetics-h437d,,Home Decor (Other),$19.99 ,$16.79 ,USD,0,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Blonde%20male%20model%20in%20unisex%20t-shirt.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/blonde%20female%20wearing%20unisex%20t-shirt.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Dark%20haired%20fremale%20model%20wearing%20the%20unisex%20t.png,"Step into the shadows with the Charmed and Dark Signature Tee — where luxury meets gothic edge. Designed for those who live unapologetically in the dark, this premium cotton t-shirt blends comfort, versatility, and striking design. Featuring our exclusive Charmed and Dark emblem in ornate gothic typography, this shirt is more than clothing — it’s a statement piece. Perfect for pairing with jeans, layering under leather, or styling with skirts and boots, this tee is made for everyday wear with a bold alternative twist. Whether you’re headed to a concert, a night out, or simply living the gothic lifestyle, the Charmed and Dark tee delivers the perfect balance of mystery and sophistication. Key Features: 🖤 Premium-quality cotton for comfort and durability 🖤 Exclusive Charmed and Dark gothic crest design 🖤 Unisex fit, available in multiple sizes 🖤 Perfect for alternative fashion, gothic streetwear, and occult-inspired looks 🖤 Easy to style — dress it up or down Why You’ll Love It: This isn’t just a t-shirt — it’s a symbol of dark luxury . With its bold gothic logo and versatile cut, it seamlessly transitions from casual wear to statement outfit. Join the Charmed and Dark movement and wear your shadows with pride."
XN-CHR-AND-DRK-SML,Charmed and Dark Signature Gothic Tee | Unisex Alternative Graphic Shirt,xn-charmed-and-dark-gothic-t-shirt-alternative-fashion-graphic-tee-for-dark-style-occult-aesthetics-h437d,Small,Home Decor (Other),$19.99 ,$16.79 ,USD,10,False,,
XN-CHR-AND-DRK-MDM,Charmed and Dark Signature Gothic Tee | Unisex Alternative Graphic Shirt,xn-charmed-and-dark-gothic-t-shirt-alternative-fashion-graphic-tee-for-dark-style-occult-aesthetics-h437d,Medium,Home Decor (Other),$19.99 ,$16.79 ,USD,10,False,,
XN-CHR-AND-DRK-LRG,Charmed and Dark Signature Gothic Tee | Unisex Alternative Graphic Shirt,xn-charmed-and-dark-gothic-t-shirt-alternative-fashion-graphic-tee-for-dark-style-occult-aesthetics-h437d,Large,Home Decor (Other),$19.99 ,$16.79 ,USD,10,False,,
XN-CHR-AND-DRK-X-LRG,Charmed and Dark Signature Gothic Tee | Unisex Alternative Graphic Shirt,xn-charmed-and-dark-gothic-t-shirt-alternative-fashion-graphic-tee-for-dark-style-occult-aesthetics-h437d,X-Large,Home Decor (Other),$19.99 ,$16.79 ,USD,8,False,,
XN-CHR-AND-DRK-XX-LRG,Charmed and Dark Signature Gothic Tee | Unisex Alternative Graphic Shirt,xn-charmed-and-dark-gothic-t-shirt-alternative-fashion-graphic-tee-for-dark-style-occult-aesthetics-h437d,XX-Large,Home Decor (Other),$19.99 ,$16.79 ,USD,2,False,,
XN-CHR-AND-DRK1,Charmed and Dark Gothic Graphic Tee – Women’s Alternative Fashion Top,xn-charmed-and-dark-womens-gothic-crop-top-alternative-fashion-dark-style-tee-2r51cxm,,Home Decor (Other),$15.99 ,$15.59 ,USD,0,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Blonde%20wearing%20the%20charmed%20and%20dark%20crop%20shirt.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20hair%20female%20wearing%20cropped%20shirt.png,"Step boldly into your power. Crafted for those who thrive in the shadows but radiate confidence, the Charmed and Dark Crop Top is your new wardrobe staple. This exclusive piece combines gothic elegance with a modern, flattering cut—essential for any dark aesthetic collection. Featuring our iconic crest in ornate gothic lettering, this top is more than apparel; it’s a ritual of style. The soft, breathable cotton ensures all-day comfort, while the tailored cropped fit pairs perfectly with high-waisted jeans, maxi skirts, or under a leather jacket. Why It Belongs in Your Closet: The Perfect Cut: Tailored specifically for a flattering, modern cropped silhouette—not too short, not too long. Premium Feel: Made from soft, breathable cotton that feels luxurious against the skin. Signature Style: Features the official Charmed and Dark gothic crest design. Versatile: Ideal for layering or wearing solo for festivals, rituals, or everyday alternative streetwear. Fit & Sizing: This is a fitted crop top. If you prefer a looser, more relaxed fit, we recommend sizing up. Part of the Charmed and Dark Apparel Collection."
XN-CHR-AND-DRK1-X-SML,Charmed and Dark Gothic Graphic Tee – Women’s Alternative Fashion Top,xn-charmed-and-dark-womens-gothic-crop-top-alternative-fashion-dark-style-tee-2r51cxm,X-Small,Home Decor (Other),$15.99 ,$15.59 ,USD,5,False,,
XN-CHR-AND-DRK1-SML,Charmed and Dark Gothic Graphic Tee – Women’s Alternative Fashion Top,xn-charmed-and-dark-womens-gothic-crop-top-alternative-fashion-dark-style-tee-2r51cxm,Small,Home Decor (Other),$15.99 ,$15.59 ,USD,9,False,,
XN-CHR-AND-DRK1-MDM,Charmed and Dark Gothic Graphic Tee – Women’s Alternative Fashion Top,xn-charmed-and-dark-womens-gothic-crop-top-alternative-fashion-dark-style-tee-2r51cxm,Medium,Home Decor (Other),$15.99 ,$15.59 ,USD,8,False,,
XN-CHR-AND-DRK1-LRG,Charmed and Dark Gothic Graphic Tee – Women’s Alternative Fashion Top,xn-charmed-and-dark-womens-gothic-crop-top-alternative-fashion-dark-style-tee-2r51cxm,Large,Home Decor (Other),$15.99 ,$15.59 ,USD,8,False,,
XN-CHR-AND-DRK1-X-LRG,Charmed and Dark Gothic Graphic Tee – Women’s Alternative Fashion Top,xn-charmed-and-dark-womens-gothic-crop-top-alternative-fashion-dark-style-tee-2r51cxm,X-Large,Home Decor (Other),$15.99 ,$15.59 ,USD,8,False,,
XN-CHR-AND-DRK1-XX-LRG,Charmed and Dark Gothic Graphic Tee – Women’s Alternative Fashion Top,xn-charmed-and-dark-womens-gothic-crop-top-alternative-fashion-dark-style-tee-2r51cxm,XX-Large,Home Decor (Other),$15.99 ,$15.59 ,USD,2,False,,
MDN-WNG-DL-TPR,Midnight Wing Dual-Taper Candle Holder - Matte Black,midnight-wing-dual-taper-candle-holder-matte-black,,Dining & Serveware,$34.00 ,$20.40 ,USD,3,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/A%20black%20metal%20bat-shaped%20candelabra%20holding%20tw.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Matte%20black%20bat%20candle%20holder%20featuring%20two%20li.jpg,"Cast a shadow of elegance over your space with this distinctive Bat Candle Holder. Standing over 14 inches tall, this matte black metal piece features a classic turned-column base that rises into a striking bat silhouette. The spread wings serve as holders for two standard taper candles, creating a perfect symmetry of light and shadow. Whether for a seasonal Halloween display or a year-round gothic home aesthetic, this weighted, free-standing holder adds a touch of dark sophistication to any mantel or table. Key Features: Dual Taper Design: Bat wings securely hold two standard taper candles (not included). Sturdy Build: Weighs 1.2 lbs (0.54 kg) with a stable base for safe, free-standing display. Matte Finish: Sleek, all-black metal construction coordinates easily with dark or minimalist décor. Statement Size: Measures 14.3"" H x 8.3"" W, making it a substantial centerpiece."
XN-THE-RVN-BRN,The Ravenwood Branch Candelabra – Dark Metal Triple Taper Holder with Birds,xn-the-ravenwood-branch-candelabra-dark-metal-triple-taper-holder-with-birds-w580c,,Drinkware,$49.00 ,$29.40 ,USD,4,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/A%20dramatic%2C%20close-up%20shot%20focusing%20on%20the%20text.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/The%20Ravenwood%20Branch%20Candelabra%20styled%20in%20a%20mo.jpg,"Bring the enchantment of a moonlit forest into your home with The Ravenwood Branch Candelabra . This striking piece is more than just a candle holder; it's a sculpture that tells a story. Forged from dark metal with a rugged, bark-like texture, the candelabra is shaped like a twisting tree branch that roots itself firmly on your table. Three small birds are perched among the textured leaves, keeping silent watch by the three candle cups. The finish is a deep, matte black with subtle antique bronze highlights that will catch the flickering light of your candles. This three-taper holder makes a magnificent centerpiece for a gothic dining feast, a mystical addition to your altar, or a dramatic accent for a mantelpiece. Pair it with black or deep forest green taper candles to complete the look. Key Features: Nature-Inspired Design: Sculpted tree branch form with detailed leaves and three perched birds. Dark & Textured Finish: Matte black metal with subtle antique bronze brushing for a rustic, aged look. Triple Capacity: Holds three standard taper candles (candles not included). Sturdy Base: The root-like base provides stability for free-standing display. Perfect For: Gothic, witchy, dark cottagecore, and nature-inspired home decor."
XN-THE-MRL-CLS,The Emerald Celestial Pillow – Velvet Moon & Star Embroidery,xn-the-emerald-celestial-pillow-velvet-moon-star-embroidery-o690b,,Candles & Scent,$48.00 ,$28.80 ,USD,2,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Styled%20on%20a%20dark%20surface%20to%20make%20the%20emerald%20a.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Emerald%20green%20velvet%20celestial%20pillow%20with%20gol.jpg,"Add a touch of cosmic luxury to your sacred space with The Emerald Celestial Pillow . Soft, tactile, and visually striking, this piece brings the magic of the night sky into your home. Crafted from lush emerald green velvet, the pillow features an intricate sunburst and crescent moon design embroidered in shimmering metallic gold thread. Scattered stars complete the celestial motif, catching the light and adding a subtle glow to your sofa, bed, or reading nook. Whether you are softening a leather armchair or adding texture to your bedding, this pillow offers both comfort and style. It arrives vacuum-sealed for protection and fluffs up to a perfect 16-inch square. Key Features: Luxe Material: Rich emerald green velvet (front and back) that is soft to the touch. Metallic Detail: High-quality gold thread embroidery featuring a crescent moon and sunburst. Functional Design: Includes a hidden zipper for easy cover removal and cleaning. Complete Set: Comes with a supportive polyester insert included. Size: 16"" x 16"" – the perfect accent size for chairs and sofas."
